subject,exp_org,exp_rev,image,label,category
7,it is red and black in colour and is small with six legs and black eyes with antennas and pincers,it is red and black in colour and is small with six legs and black eyes with antennas and pincers,ant1.jpg,Ant,Natural
7,"it is small and red in colour with six legs, black eyes, big head, pincers and antennas","it is small and red in colour with six legs, black eyes, big head, pincers and antennas",ant2.jpg,Ant,Natural
7,it is small and red in colour with black eyes and pincers and antennas,it is small and red in colour with black eyes and pincers and antennas,ant3.jpg,Ant,Natural
7,small and red in colour with six legs,small and red in colour with six legs,ant4.jpg,Ant,Natural
7,it is small and red in colour with six legs and and big head and antenna,it is small and red in colour with six legs and and big head and antenna,ant5.jpg,Ant,Natural
7,"it is small and black and red in colour, it has six legs and antennas","it is small and black and red in colour, it has six legs and antennas",ant6.jpg,Ant,Natural
7,"it small and black with a head, antenna, six legs and pincers","it small and black with a head, antenna, six legs and pincers",ant7.jpg,Ant,Natural
7,it has a small red body with six legs and black eyes with antennas and pincers,it has a small red body with six legs and black eyes with antennas and pincers,ant8.jpg,Ant,Natural
8,"small, 6 legs with subdivided body.","small, six legs with subdivided body.",ant1.jpg,Ant,Natural
8,"very small body, 6 legs","very small body, six legs",ant2.jpg,Ant,Natural
8,"small body, 6 legs","small body, six legs",ant3.jpg,Ant,Natural
8,"small body, 6 legs","small body, six legs",ant4.jpg,Ant,Natural
8,"small and divided body, 6 legs","small and divided body, six legs",ant5.jpg,Ant,Natural
8,"small body, 6 thin legs","small body, six thin legs",ant6.jpg,Ant,Natural
8,"subdivided body, small, 6 legs","subdivided body, small, six legs",ant7.jpg,Ant,Natural
8,"6 legs, very small body that is divided into three parts","six legs, very small body that is divided into three parts",ant8.jpg,Ant,Natural
9,it has long and thin legs. it is an insect. it is small in size. it is red.,it has long and thin legs. it is an insect. it is small in size. it is red.,ant1.jpg,Ant,Natural
9,Its body has three sections. It has 3 pairs of legs.,Its body has three sections. It has three pairs of legs.,ant2.jpg,Ant,Natural
9,It is an insect. It is small.,It is an insect. It is small.,ant3.jpg,Ant,Natural
9,it is small. it is on a leaf.,it is small. it is on a leaf.,ant4.jpg,Ant,Natural
9,it is an insect which is small.,it is an insect which is small.,ant5.jpg,Ant,Natural
9,it is tiny. it is black. it is an insect. it has a pair of eyes and three pairs of legs,it is tiny. it is black. it is an insect. it has a pair of eyes and three pairs of legs,ant6.jpg,Ant,Natural
9,it is an insect that is small. it has three pairs of legs and one pair of tentacle,it is an insect that is small. it has three pairs of legs and one pair of tentacle,ant7.jpg,Ant,Natural
9,"it is red. it is an insect. this insect that is red in colour, can be toxic and largest amoung the species.","it is red. it is an insect. this insect that is red in colour, can be toxic and largest amoung the species.",ant8.jpg,Ant,Natural
10,an insect with sharp teeth and round end,an insect with sharp teeth and round end,ant1.jpg,Ant,Natural
10,a small sized insect with sharp teeth,a small sized insect with sharp teeth,ant2.jpg,Ant,Natural
10,a tiny insect with sharp teeth and thin legs.,a tiny insect with sharp teeth and thin legs.,ant3.jpg,Ant,Natural
10,a tiny insect with sharp teeth,a tiny insect with sharp teeth,ant4.jpg,Ant,Natural
10,an insect with thin legs and round end,an insect with thin legs and round end,ant5.jpg,Ant,Natural
10,a small insect with round end,a small insect with round end,ant6.jpg,Ant,Natural
10,a small insect with sharp teeth and long and thin legs,a small insect with sharp teeth and long and thin legs,ant7.jpg,Ant,Natural
10,"small body, round end, sharp teeth","small body, round end, sharp teeth",ant8.jpg,Ant,Natural
11,a tiny animal,a tiny animal,ant1.jpg,Ant,Natural
11,a kind of tiny animal. They like to live together,a kind of tiny animal. They like to live together,ant2.jpg,Ant,Natural
11,a kind of tinny animal. They like to live together,a kind of tinny animal. They like to live together,ant3.jpg,Ant,Natural
11,a tiny animal that eats leaves,a tiny animal that eats leaves,ant4.jpg,Ant,Natural
11,a tiny animal with many legs,a tiny animal with many legs,ant5.jpg,Ant,Natural
11,a tiny animal. They like to live together,a tiny animal. They like to live together,ant6.jpg,Ant,Natural
11,a tiny animal with many legs,a tiny animal with many legs,ant7.jpg,Ant,Natural
11,a tiny animal,a tiny animal,ant8.jpg,Ant,Natural
12,"a little-body animal, big strength","a little-body animal, big strength",ant1.jpg,Ant,Natural
12,"a little-body, big strength animal","a little-body, big strength animal",ant2.jpg,Ant,Natural
12,"a little-body, big strength animal","a little-body, big strength animal",ant3.jpg,Ant,Natural
12,"a little-body, big strength animal","a little-body, big strength animal",ant4.jpg,Ant,Natural
12,"a little-body, big strength animal","a little-body, big strength animal",ant5.jpg,Ant,Natural
12,"a little-body, big strength animal","a little-body, big strength animal",ant6.jpg,Ant,Natural
12,"a little-body animal, big strength","a little-body animal, big strength",ant7.jpg,Ant,Natural
12,"a little-body, big strength animal","a little-body, big strength animal",ant8.jpg,Ant,Natural
13,"small, thin, can see its eyes","small, thin, can see its eyes",ant1.jpg,Ant,Natural
13,"insect, numerous in the world, very small","insect, numerous in the world, very small",ant2.jpg,Ant,Natural
13,"insect, numerous in the world, very small and work toghther","insect, numerous in the world, very small and work toghther",ant3.jpg,Ant,Natural
13,"insect, small, numerous","insect, small, numerous",ant4.jpg,Ant,Natural
13,"insect, largest number in the world, work together, small","insect, largest number in the world, work together, small",ant5.jpg,Ant,Natural
13,"insect, large number in the world, work together","insect, large number in the world, work together",ant6.jpg,Ant,Natural
13,"small, insect, many, black","small, insect, many, black",ant7.jpg,Ant,Natural
13,"small, insect, many","small, insect, many",ant8.jpg,Ant,Natural
14,several legs. small insects,several legs. small insects,ant1.jpg,Ant,Natural
14,small. many legs,small. many legs,ant2.jpg,Ant,Natural
14,insects. on a grass,insects. on a grass,ant3.jpg,Ant,Natural
14,on a leaf. several legs,on a leaf. several legs,ant4.jpg,Ant,Natural
14,many legs. insects.,many legs. insects.,ant5.jpg,Ant,Natural
14,in a flower. with several legs.,in a flower. with several legs.,ant6.jpg,Ant,Natural
14,several small legs. three parts make up the body,several small legs. three parts make up the body,ant7.jpg,Ant,Natural
14,insects. in a forest. small,insects. in a forest. small,ant8.jpg,Ant,Natural
15,it is red and has six thin and long legs and two antennas,it is red and has six thin and long legs and two antennas,ant1.jpg,Ant,Natural
15,it has legs and it is a kind of insect,it has legs and it is a kind of insect,ant2.jpg,Ant,Natural
15,it has thin and long legs and it is red,it has thin and long legs and it is red,ant3.jpg,Ant,Natural
15,it has red body and long thin legs,it has red body and long thin legs,ant4.jpg,Ant,Natural
15,it is red with long and thin legs,it is red with long and thin legs,ant5.jpg,Ant,Natural
15,it is red and has long and thin legs,it is red and has long and thin legs,ant6.jpg,Ant,Natural
15,it has long and thin legs and it is a insect,it has long and thin legs and it is a insect,ant7.jpg,Ant,Natural
15,they are in red and has long and thin legs,they are in red and has long and thin legs,ant8.jpg,Ant,Natural
16,"antenna, eyes, 6 distinct legs, head and abdomen strucutre","antenna, eyes, six distinct legs, head and abdomen strucutre",ant1.jpg,Ant,Natural
16,"antenna, 6 legs, eyes, head and abdomen structure","antenna, six legs, eyes, head and abdomen structure",ant2.jpg,Ant,Natural
16,"antenna, eyes, mouth","antenna, eyes, mouth",ant3.jpg,Ant,Natural
16,"on leaf, clear head and abdomen structure","on leaf, clear head and abdomen structure",ant4.jpg,Ant,Natural
16,"antenna, small, 6 legs","antenna, small, six legs",ant5.jpg,Ant,Natural
16,antenna and 6 legs and clear head,antenna and six legs and clear head,ant6.jpg,Ant,Natural
16,"clear head and abdomen structure, many legs and antenna","clear head and abdomen structure, many legs and antenna",ant7.jpg,Ant,Natural
16,"antenna, in groups, 6 legs, clear head, abdomen strucutre","antenna, in groups, six legs, clear head, abdomen strucutre",ant8.jpg,Ant,Natural
17,a small animal with 3 body parts. antennas are attached to head.,a small animal with three body parts. antennas are attached to head.,ant1.jpg,Ant,Natural
17,a small animal with antenna. Their body comprosed of 3 parts. brown in color.,a small animal with antenna. Their body comprosed of three parts. brown in color.,ant2.jpg,Ant,Natural
17,a small animal with antenna. brown in color.,a small animal with antenna. brown in color.,ant3.jpg,Ant,Natural
17,a small animal with antenna. has 3 body parts and 6 legs.,a small animal with antenna. has three body parts and six legs.,ant4.jpg,Ant,Natural
17,a small animal with 3 body parts and antenna. 6 legs.,a small animal with three body parts and antenna. six legs.,ant5.jpg,Ant,Natural
17,a small animal with 3 body parts and antenna. 6 legs.,a small animal with three body parts and antenna. six legs.,ant6.jpg,Ant,Natural
17,"a small animal with 3 body parts and 6 legs. black in color, with antenna.","a small animal with three body parts and six legs. black in color, with antenna.",ant7.jpg,Ant,Natural
17,a small animal with 6 legs and antenna.,a small animal with six legs and antenna.,ant8.jpg,Ant,Natural
18,a tiny insect with 6 legs.,a tiny insect with six legs.,ant1.jpg,Ant,Natural
18,has 8 legs and three body parts.,has eight legs and three body parts.,ant2.jpg,Ant,Natural
18,a small insect living on and under the ground.,a small insect living on and under the ground.,ant3.jpg,Ant,Natural
18,three parts of body. six legs. very tiny.,three parts of body. six legs. very tiny.,ant4.jpg,Ant,Natural
18,tiny small insect that has three body parts.,tiny small insect that has three body parts.,ant5.jpg,Ant,Natural
18,has 6 legs. tiny little insect that cannot fly.,has six legs. tiny little insect that cannot fly.,ant6.jpg,Ant,Natural
18,small insect. has 8 legs.,small insect. has eight legs.,ant7.jpg,Ant,Natural
18,has 8 legs.,has eight legs.,ant8.jpg,Ant,Natural
19,red body with many legs and a pair of black eyes,red body with many legs and a pair of black eyes,ant1.jpg,Ant,Natural
19,"red body with many legs, a pair of black eyes","red body with many legs, a pair of black eyes",ant2.jpg,Ant,Natural
19,red body with black eyes,red body with black eyes,ant3.jpg,Ant,Natural
19,"red body, very small","red body, very small",ant4.jpg,Ant,Natural
19,tiny red body with 8 legs,tiny red body with eight legs,ant5.jpg,Ant,Natural
19,"tiny body, red coloured, has 8 legs","tiny body, red coloured, has eight legs",ant6.jpg,Ant,Natural
19,"small, red body with 8 legs","small, red body with eight legs",ant7.jpg,Ant,Natural
19,"many legs, black eyes","many legs, black eyes",ant8.jpg,Ant,Natural
20,"insects, 8 legs, tiny brown to red body","insects, eight legs, tiny brown to red body",ant1.jpg,Ant,Natural
20,"insects with 8 legs, super tiny, brown or red colour","insects with eight legs, super tiny, brown or red colour",ant2.jpg,Ant,Natural
20,insects with 8 legs and super tiny brown to red body,insects with eight legs and super tiny brown to red body,ant3.jpg,Ant,Natural
20,"tiny insect with 8 legs, brown or red body","tiny insect with eight legs, brown or red body",ant4.jpg,Ant,Natural
20,"insects wit 8 legs, very tiny, brown to red body","insects wit eight legs, very tiny, brown to red body",ant5.jpg,Ant,Natural
20,"insects, 8 legs, small body, brown to red colour","insects, eight legs, small body, brown to red colour",ant6.jpg,Ant,Natural
20,a animal with 8 legs and super tiny in size,a animal with eight legs and super tiny in size,ant7.jpg,Ant,Natural
20,"insects, very tiny, 8 legs, brown or red body, live as a group","insects, very tiny, eight legs, brown or red body, live as a group",ant8.jpg,Ant,Natural
21,a small insect without shell,a small insect without shell,ant1.jpg,Ant,Natural
21,a small insect without shell,a small insect without shell,ant2.jpg,Ant,Natural
21,a small insect without shell,a small insect without shell,ant3.jpg,Ant,Natural
21,a tiny insect without shell,a tiny insect without shell,ant4.jpg,Ant,Natural
21,a small insect without shell,a small insect without shell,ant5.jpg,Ant,Natural
21,a tiny insect without shell,a tiny insect without shell,ant6.jpg,Ant,Natural
21,a tiny insect without shell,a tiny insect without shell,ant7.jpg,Ant,Natural
21,a red insect with 6 legs without shell,a red insect with six legs without shell,ant8.jpg,Ant,Natural
22,it is a small insect with 6 legs and long antennae,it is a small insect with six legs and long antennae,ant1.jpg,Ant,Natural
22,it has 6 legs with a big head,it has six legs with a big head,ant2.jpg,Ant,Natural
22,this is a closeup photo which indicates the relatively small size of the subject. it has an exoskeleton with antennae so it is an insect.,this is a closeup photo which indicates the relatively small size of the subject. it has an exoskeleton with antennae so it is an insect.,ant3.jpg,Ant,Natural
22,it has a clearly divisible 3-part body structure.,it has a clearly divisible three-part body structure.,ant4.jpg,Ant,Natural
22,it has 6 legs with 3 body parts,it has six legs with three body parts,ant5.jpg,Ant,Natural
22,it has a 3 part body with long legs,it has a three part body with long legs,ant6.jpg,Ant,Natural
22,the insect has 6 legs and 2 antennae,the insect has six legs and two antennae,ant7.jpg,Ant,Natural
22,it has a reddish body with black eyes,it has a reddish body with black eyes,ant8.jpg,Ant,Natural
23,"a small insect with head and tail, with 6 legs, seems like trapped in a plastic bottle","a small insect with head and tail, with six legs, seems like trapped in a plastic bottle",ant1.jpg,Ant,Natural
23,a small insect on the leaves. with 6 legs and 3 sections on its body,a small insect on the leaves. with six legs and three sections on its body,ant2.jpg,Ant,Natural
23,a animal with long antenna and teeth,a animal with long antenna and teeth,ant3.jpg,Ant,Natural
23,"a small insect in the leaf, with 6 legs and 3 section on its body","a small insect in the leaf, with six legs and three section on its body",ant4.jpg,Ant,Natural
23,"an animal, small insect, with head, and tail, and 6 legs","an animal, small insect, with head, and tail, and six legs",ant5.jpg,Ant,Natural
23,"a small insect with head and tail, with 6 legs","a small insect with head and tail, with six legs",ant6.jpg,Ant,Natural
23,"a small insect with 6 legs, with 3 sections on its body","a small insect with six legs, with three sections on its body",ant7.jpg,Ant,Natural
23,"small insects with 6 legs with head and tails, living in a group","small insects with six legs with head and tails, living in a group",ant8.jpg,Ant,Natural
24,"small animal, like sugar","small animal, like sugar",ant1.jpg,Ant,Natural
24,"animal, small, like sugar","animal, small, like sugar",ant2.jpg,Ant,Natural
24,"animal, small, red or black, like sugar","animal, small, red or black, like sugar",ant3.jpg,Ant,Natural
24,"animal, very small, can see many of them when there is a piece of suger on the ground","animal, very small, can see many of them when there is a piece of suger on the ground",ant4.jpg,Ant,Natural
24,"small animal, red or black, like sugar","small animal, red or black, like sugar",ant5.jpg,Ant,Natural
24,"small animal, black or red, like sugar","small animal, black or red, like sugar",ant6.jpg,Ant,Natural
24,"very small animal, like sugar and food","very small animal, like sugar and food",ant7.jpg,Ant,Natural
24,"animal, small, like sugar","animal, small, like sugar",ant8.jpg,Ant,Natural
25,"small, brown, has a sharp mouthpiece, antennae, 3 body parts, 6 legs","small, brown, has a sharp mouthpiece, antennae, three body parts, six legs",ant1.jpg,Ant,Natural
25,"really small, six legs, antennae, three body parts, claw like a mouth, on a leaf","really small, six legs, antennae, three body parts, claw like a mouth, on a leaf",ant2.jpg,Ant,Natural
25,"really small brownish red thing, legs and antennae, claw like a mouth","really small brownish red thing, legs and antennae, claw like a mouth",ant3.jpg,Ant,Natural
25,"three body parts, really small, 6 legs, antennae, claw like a mouth, smaller than a leaf, can crawl on non-horizontal place","three body parts, really small, six legs, antennae, claw like a mouth, smaller than a leaf, can crawl on non-horizontal place",ant4.jpg,Ant,Natural
25,"three bodies attached together, six legs, antennae, really small, brownish red","three bodies attached together, six legs, antennae, really small, brownish red",ant5.jpg,Ant,Natural
25,"three body parts, six legs, really small, smaller than a flower petal, antennae","three body parts, six legs, really small, smaller than a flower petal, antennae",ant6.jpg,Ant,Natural
25,"three body parts, small, three pairs of legs, antennae, claw like a mouth, seems to be on a wall","three body parts, small, three pairs of legs, antennae, claw like a mouth, seems to be on a wall",ant7.jpg,Ant,Natural
25,"small, tiny, brown, many legs, three body parts, a mouthpiece","small, tiny, brown, many legs, three body parts, a mouthpiece",ant8.jpg,Ant,Natural
26,"small, 3 parts, long thin legs with two strings on the head","small, three parts, long thin legs with two strings on the head",ant1.jpg,Ant,Natural
26,3 parts and legs and small,three parts and legs and small,ant2.jpg,Ant,Natural
26,"2 eyes, red colour, 2 strings attached to the head","two eyes, red colour, two strings attached to the head",ant3.jpg,Ant,Natural
26,"3 parts, long thin legs, 2 strings on the head","three parts, long thin legs, two strings on the head",ant5.jpg,Ant,Natural
26,"2 strings on the head, 3 parts, small","two strings on the head, three parts, small",ant6.jpg,Ant,Natural
26,"3 parts, long thin legs","three parts, long thin legs",ant7.jpg,Ant,Natural
26,"3 parts, long thin legs","three parts, long thin legs",ant8.jpg,Ant,Natural
27,an insect attracted to sugar,an insect attracted to sugar,ant1.jpg,Ant,Natural
27,an insect attracted to sugar,an insect attracted to sugar,ant2.jpg,Ant,Natural
27,an insect attracted to sugar,an insect attracted to sugar,ant3.jpg,Ant,Natural
27,an insect attracted to sugar,an insect attracted to sugar,ant4.jpg,Ant,Natural
27,"an insect with four legs, attracted to sweet things","an insect with four legs, attracted to sweet things",ant5.jpg,Ant,Natural
27,an insect attracted to sweets,an insect attracted to sweets,ant6.jpg,Ant,Natural
27,an insect attracted to sugar,an insect attracted to sugar,ant7.jpg,Ant,Natural
27,an insect attracted to sugar,an insect attracted to sugar,ant8.jpg,Ant,Natural
28,an insect with many legs,an insect with many legs,ant1.jpg,Ant,Natural
28,an insect with many legs and likes stealing your food,an insect with many legs and likes stealing your food,ant2.jpg,Ant,Natural
28,an insect with many legs,an insect with many legs,ant3.jpg,Ant,Natural
28,insect,insect,ant4.jpg,Ant,Natural
28,an insect with many legs,an insect with many legs,ant5.jpg,Ant,Natural
28,"an insect with many legs, very hardworking","an insect with many legs, very hardworking",ant6.jpg,Ant,Natural
28,an insect with many legs,an insect with many legs,ant7.jpg,Ant,Natural
28,an insect with many legs,an insect with many legs,ant8.jpg,Ant,Natural
29,a small animal lives in groups,a small animal lives in groups,ant1.jpg,Ant,Natural
29,"small insects with long legs, brown color, can be red, move fast and live in groups","small insects with long legs, brown color, can be red, move fast and live in groups",ant2.jpg,Ant,Natural
29,"small insects, live in group, sharp teeth, sometimes red and brown color","small insects, live in group, sharp teeth, sometimes red and brown color",ant3.jpg,Ant,Natural
29,"small insect, eat plant, red color, can be brown and black, live in groups","small insect, eat plant, red color, can be brown and black, live in groups",ant4.jpg,Ant,Natural
29,small insects live together,small insects live together,ant5.jpg,Ant,Natural
29,"a small animal, belong to insects","a small animal, belong to insects",ant6.jpg,Ant,Natural
29,"a small animal, sometimes black color, six legs, shape teeth","a small animal, sometimes black color, six legs, shape teeth",ant7.jpg,Ant,Natural
29,"a small animal, live in groups, can move fast, can be red or brown","a small animal, live in groups, can move fast, can be red or brown",ant8.jpg,Ant,Natural
30,"insects, with six legs, has different colours, live in a huge group, and then bring back their food to their colony","insects, with six legs, has different colours, live in a huge group, and then bring back their food to their colony",ant1.jpg,Ant,Natural
30,"insects, with 6 legs, has tentacles on the head, usually live in a group, and they bring their own food back to the colony","insects, with six legs, has tentacles on the head, usually live in a group, and they bring their own food back to the colony",ant2.jpg,Ant,Natural
30,"insects, with six legs, many colours, lives in a group, have 2 tentacles on their head. They live in a group and carries their food back to their colony","insects, with six legs, many colours, lives in a group, have two tentacles on their head. They live in a group and carries their food back to their colony",ant3.jpg,Ant,Natural
30,"an insect, small, with six legs, it lives in a large group","an insect, small, with six legs, it lives in a large group",ant4.jpg,Ant,Natural
30,"insects with six legs, many colurs, has tentacles on their heads, live in a large group, and they bring back their food to their colony","insects with six legs, many colurs, has tentacles on their heads, live in a large group, and they bring back their food to their colony",ant5.jpg,Ant,Natural
30,"insects, with six legs, has two tentacles on the head, and lives in a group, they eat many different things, and bring their food back to their colony","insects, with six legs, has two tentacles on the head, and lives in a group, they eat many different things, and bring their food back to their colony",ant6.jpg,Ant,Natural
30,"insects, six legs, lives in a large group, eats many things, they will bring their food back to their colony","insects, six legs, lives in a large group, eats many things, they will bring their food back to their colony",ant7.jpg,Ant,Natural
30,"insects, with six legs, lives with a group and crawls everywhere, can be in brown or white or red, they bring their food back to their colony","insects, with six legs, lives with a group and crawls everywhere, can be in brown or white or red, they bring their food back to their colony",ant8.jpg,Ant,Natural
31,it has a pair of tentacles and 6 feet,it has a pair of tentacles and six feet,ant1.jpg,Ant,Natural
31,it has 6 feet and a pair of tentacles,it has six feet and a pair of tentacles,ant2.jpg,Ant,Natural
31,it has a pair of tentacles and a sharp mouth,it has a pair of tentacles and a sharp mouth,ant3.jpg,Ant,Natural
31,it is small and crawling on a leaf,it is small and crawling on a leaf,ant4.jpg,Ant,Natural
31,it has 6 feet and a pair of tentacles,it has six feet and a pair of tentacles,ant5.jpg,Ant,Natural
31,it has 6 feet and two tentacles,it has six feet and two tentacles,ant6.jpg,Ant,Natural
31,it has a pair of tentacles and 6 feet,it has a pair of tentacles and six feet,ant7.jpg,Ant,Natural
31,they have many feet and a pair of tentacles and tiny,they have many feet and a pair of tentacles and tiny,ant8.jpg,Ant,Natural
32,red and black body with long thin legs,red and black body with long thin legs,ant1.jpg,Ant,Natural
32,long thin legs and leaves,long thin legs and leaves,ant2.jpg,Ant,Natural
32,it has sharp mouth and stands on leves,it has sharp mouth and stands on leves,ant3.jpg,Ant,Natural
32,body shape like three round balls and six legs,body shape like three round balls and six legs,ant4.jpg,Ant,Natural
32,"two big balls at the body, long thin legs","two big balls at the body, long thin legs",ant5.jpg,Ant,Natural
32,round body and head with thin legs,round body and head with thin legs,ant6.jpg,Ant,Natural
32,round ball-like body shape with thin legs,round ball-like body shape with thin legs,ant7.jpg,Ant,Natural
32,"red, on rock, with long legs","red, on rock, with long legs",ant8.jpg,Ant,Natural
33,"6 legs, 3 body, dark color","six legs, three body, dark color",ant1.jpg,Ant,Natural
33,"long legs, 6 legs, 3 body parts","long legs, six legs, three body parts",ant2.jpg,Ant,Natural
33,"in the wild, long legs, dark color","in the wild, long legs, dark color",ant3.jpg,Ant,Natural
33,"6 legs, 3 parts of body, black head, on the green leaf","six legs, three parts of body, black head, on the green leaf",ant4.jpg,Ant,Natural
33,"6 legs, 3 body parts, small, on the ground, dark body","six legs, three body parts, small, on the ground, dark body",ant5.jpg,Ant,Natural
33,"6 legs, 3 body parts, on a flower, black body","six legs, three body parts, on a flower, black body",ant6.jpg,Ant,Natural
33,"eight legs, 3 part of body, black","eight legs, three part of body, black",ant7.jpg,Ant,Natural
33,"in a crowd, 6 legs, 3 body parts, small","in a crowd, six legs, three body parts, small",ant8.jpg,Ant,Natural
34,"a pair of mandibles, 2 antennae, 6 legs, different body segments","a pair of mandibles, two antennae, six legs, different body segments",ant1.jpg,Ant,Natural
34,"6 legs, 2 antennae and 3 body segments","six legs, two antennae and three body segments",ant2.jpg,Ant,Natural
34,mandibles and antennae,mandibles and antennae,ant3.jpg,Ant,Natural
34,"2 antennae, 6 legs crawling on a leaf","two antennae, six legs crawling on a leaf",ant4.jpg,Ant,Natural
34,"has 6 legs and 2 antennae, 3 body segments","has six legs and two antennae, three body segments",ant5.jpg,Ant,Natural
34,"2 antennae, 3 body segments, and 6 legs","two antennae, three body segments, and six legs",ant6.jpg,Ant,Natural
34,"has 6 legs, 2 antennae and a pair of mandibles","has six legs, two antennae and a pair of mandibles",ant7.jpg,Ant,Natural
34,"has 2 antennae, lives in a colony, 6 legs and 3 body segments","has two antennae, lives in a colony, six legs and three body segments",ant8.jpg,Ant,Natural
35,"two tentacles on its head, zoomed in, walking with 6 legs","two tentacles on its head, zoomed in, walking with six legs",ant1.jpg,Ant,Natural
35,"zoomed in a lot, 2 tentacles, 6 legs, a small and slim body","zoomed in a lot, two tentacles, six legs, a small and slim body",ant2.jpg,Ant,Natural
35,"zoomed in a lot, small insect, 2 tentacles on the head, brown color","zoomed in a lot, small insect, two tentacles on the head, brown color",ant3.jpg,Ant,Natural
35,"zoomed in, very small, 6 legs, small body","zoomed in, very small, six legs, small body",ant4.jpg,Ant,Natural
35,"a very small insect that is zoomed in a lot, two tentacles on top and a few legs","a very small insect that is zoomed in a lot, two tentacles on top and a few legs",ant5.jpg,Ant,Natural
35,"two tentacles on the head, four legs, smaller that a petal","two tentacles on the head, four legs, smaller that a petal",ant6.jpg,Ant,Natural
35,"zoomed in, slim body but with 2 tentacles and 6 legs","zoomed in, slim body but with two tentacles and six legs",ant7.jpg,Ant,Natural
35,"zoomed in, long legs and 2 tentacles, slim body","zoomed in, long legs and two tentacles, slim body",ant8.jpg,Ant,Natural
36,a kind of small insect with long body and legs,a kind of small insect with long body and legs,ant1.jpg,Ant,Natural
36,a small insect with long body and legs,a small insect with long body and legs,ant2.jpg,Ant,Natural
36,a kind of small insect with long body and legs,a kind of small insect with long body and legs,ant3.jpg,Ant,Natural
36,a kind of insert and eat plants and it is small,a kind of insert and eat plants and it is small,ant4.jpg,Ant,Natural
36,a kind of small insect,a kind of small insect,ant5.jpg,Ant,Natural
36,a kind of small insect with long body and legs,a kind of small insect with long body and legs,ant6.jpg,Ant,Natural
36,a kind of animal that is very small with eight legs,a kind of animal that is very small with eight legs,ant7.jpg,Ant,Natural
36,a kind of small insect with long body and legs,a kind of small insect with long body and legs,ant8.jpg,Ant,Natural
37,"two eyes, many legs, dark color","two eyes, many legs, dark color",ant1.jpg,Ant,Natural
37,"small, many legs, can be harm to human","small, many legs, can be harm to human",ant2.jpg,Ant,Natural
37,"1 cm long, many legs","one centimeter long, many legs",ant3.jpg,Ant,Natural
37,a very small animal with dark color,a very small animal with dark color,ant4.jpg,Ant,Natural
37,a dark small insect,a dark small insect,ant5.jpg,Ant,Natural
37,a small dark insect,a small dark insect,ant6.jpg,Ant,Natural
37,a black small animal,a black small animal,ant7.jpg,Ant,Natural
37,an animal about one cm long,an animal about one centimeter long,ant8.jpg,Ant,Natural
38,"a small animal with six legs, live in communities in the soil","a small animal with six legs, live in communities in the soil",ant1.jpg,Ant,Natural
38,"a small insect with six legs, multiple number in a community living near to the soil","a small insect with six legs, multiple number in a community living near to the soil",ant2.jpg,Ant,Natural
38,"a small animal, live in muliple, red or black, four legs","a small animal, live in muliple, red or black, four legs",ant3.jpg,Ant,Natural
38,"a small animal living on the tree, red and black, four legs","a small animal living on the tree, red and black, four legs",ant4.jpg,Ant,Natural
38,"a small animal, black or red, four legs","a small animal, black or red, four legs",ant5.jpg,Ant,Natural
38,"a small animal, eating from the flower, with four legs","a small animal, eating from the flower, with four legs",ant6.jpg,Ant,Natural
38,a small animal red and black like to crawl on the ground six legs,a small animal red and black like to crawl on the ground six legs,ant7.jpg,Ant,Natural
38,"an insect, red or dark, living near the soil","an insect, red or dark, living near the soil",ant8.jpg,Ant,Natural
39,"six legs, ugly insect, face with big pincers at the front","six legs, ugly insect, face with big pincers at the front",ant1.jpg,Ant,Natural
39,small six-legged insect on a leaf,small six-legged insect on a leaf,ant2.jpg,Ant,Natural
39,ugly insect with sharp pincers on a leaf,ugly insect with sharp pincers on a leaf,ant3.jpg,Ant,Natural
39,insect with three sections of body and a hard-looking shell,insect with three sections of body and a hard-looking shell,ant4.jpg,Ant,Natural
39,tiny six legged insects that crawl around,tiny six legged insects that crawl around,ant5.jpg,Ant,Natural
39,"a small, six-legged insect on a leaf","a small, six-legged insect on a leaf",ant6.jpg,Ant,Natural
39,a six-legged insect that is small,a six-legged insect that is small,ant7.jpg,Ant,Natural
39,"six legs, red in colour, insect body and face","six legs, red in colour, insect body and face",ant8.jpg,Ant,Natural
40,tiny insects. lives in groups.,tiny insects. lives in groups.,ant1.jpg,Ant,Natural
40,a small insect. has 4 legs. usually lives in groups,a small insect. has four legs. usually lives in groups,ant2.jpg,Ant,Natural
40,tiny animals. 4 legs. can bite. live in groups,tiny animals. four legs. can bite. live in groups,ant3.jpg,Ant,Natural
40,tiny insects. brown or black. live in groups,tiny insects. brown or black. live in groups,ant4.jpg,Ant,Natural
40,tiny insects. lives in group,tiny insects. lives in group,ant5.jpg,Ant,Natural
40,tiny insects. lives in group. like sweets,tiny insects. lives in group. like sweets,ant6.jpg,Ant,Natural
40,tiny insects. 6 legs. live in groups. brown or black,tiny insects. six legs. live in groups. brown or black,ant7.jpg,Ant,Natural
40,tiny insects. live in groups. seen in everyday life,tiny insects. live in groups. seen in everyday life,ant8.jpg,Ant,Natural
41,"small insects, live in groups, carry food together","small insects, live in groups, carry food together",ant1.jpg,Ant,Natural
41,"a small insect that work together and are hardworking, walk in a line","a small insect that work together and are hardworking, walk in a line",ant2.jpg,Ant,Natural
